CompetitionID,Season,StartDate,EndDate,GolferID,Position,GolferScore
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,94,1,-21
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,137,2,-15
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,133,3,-14
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,39,3,-14
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,142,3,-14
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,78,3,-14
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,68,7,-13
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,20,7,-13
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,33,7,-13
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,147,10,-12
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,21,10,-12
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,17,10,-12
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,25,13,-11
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,148,14,-10
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,151,14,-10
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,162,14,-10
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,71,14,-10
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,157,14,-10
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,156,19,-9
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,18,19,-9
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,64,19,-9
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,52,19,-9
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,92,19,-9
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,128,24,-8
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,101,24,-8
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,55,24,-8
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,115,24,-8
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,204,24,-8
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,69,24,-8
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,27,24,-8
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,104,31,-7
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,98,31,-7
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,197,31,-7
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,60,31,-7
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,168,31,-7
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,51,36,-6
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,86,36,-6
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,187,36,-6
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,61,36,-6
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,40,36,-6
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,7,36,-6
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,14,36,-6
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,113,36,-6
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,53,36,-6
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,96,36,-6
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,57,36,-6
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,9,47,-5
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,19,47,-5
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,49,47,-5
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,116,47,-5
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,37,47,-5
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,35,47,-5
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,31,47,-5
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,30,47,-5
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,13,47,-5
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,76,47,-5
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,215,57,-4
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,155,57,-4
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,146,57,-4
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,73,57,-4
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,213,57,-4
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,182,57,-4
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,226,64,-3
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,48,64,-2
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,82,63,-2
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,160,66,1
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,32,67,5
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,28,CU,-3
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,191,MC,-3
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,171,MC,-3
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,124,MC,-3
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,158,MC,-3
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,206,MC,-3
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,173,MC,-3
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,170,MC,-3
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,233,MC,-3
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,145,MC,-3
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,179,MC,-3
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,59,MC,-3
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,24,MC,-3
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,229,MC,-3
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,216,MC,-3
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,192,MC,-3
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,41,MC,-2
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,44,MC,-2
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,88,MC,-2
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,112,MC,-2
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,177,MC,-2
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,155,MC,-2
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,232,MC,-2
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,409,MC,-2
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,1040,MC,-2
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,235,MC,-2
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,169,MC,-1
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,167,MC,-1
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,194,MC,-1
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,408,MC,-1
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,135,MC,-1
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,130,MC,-1
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,208,MC,-1
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,143,MC,-1
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,10,MC,Evs
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,185,MC,Evs
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,90,MC,Evs
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,1060,MC,Evs
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,144,MC,Evs
